timestamp,ticker,open_price,high_price,low_price,close_price,volume
11/9/2023,ETH,18027.82,18572.69,17561.24,18336.48,569590.64
5/10/2023,ETH,21575.07,23058.31,21144.57,21679.31,1034382.15
8/26/2023,ADA,10322.04,10351.55,9611.9,9997.83,52855.03
9/3/2023,LTC,16905.79,17744.96,15827.9,16595.12,138209.98
12/13/2023,ADA,13288.13,14025.57,13285.13,13408.6,318340.84
7/27/2023,LTC,19467.74,20867.2,17956.26,18359.62,167802.08
6/17/2023,ETH,20496.02,21126.35,19986.5,20875.39,243286.1
6/9/2023,XRP,5625.83,5928.77,5468.32,5861.48,646675.53
3/7/2023,BTC,9257.97,9306.57,9042.87,9149.24,1561252.34
3/22/2023,ADA,12829.77,13477.99,12509.61,12542.32,1500080.87
1/20/2023,LTC,20328.92,20904.64,19464.8,19877.78,1905280.03
2/21/2023,ADA,13202.02,14171.57,12902.34,14069,240761.24
10/13/2023,ETH,16746.34,17422.78,15498.19,17075.55,1526724.82
1/3/2023,ETH,22011.45,22934.61,20677.23,21278.27,860701.4
7/22/2023,ETH,15795.34,16565.43,14756.71,15432.24,916022.65
5/16/2023,LTC,13591.42,13951.67,13478.9,13716.98,1004852.06
6/1/2023,XRP,5353.31,5435.32,5274.63,5375.1,1617020.57
12/8/2023,LTC,12310.15,12336.11,12095.29,12142.53,1216669.65
9/28/2023,BTC,9331.1,9536.19,8721.13,9344.05,1022756.14
7/15/2023,LTC,21856.04,23139.73,21827.04,22659.89,1555401.91
10/28/2023,ADA,12171.88,13072.95,12067.93,12786.42,1154135.3
4/20/2023,XRP,5332.94,5726.17,4956.97,5612.57,221561.99
10/15/2023,ADA,12025.75,12244.79,11412.15,11577.83,1942905.89
1/30/2023,ETH,25545.81,27069.59,25181.43,26383.9,1476940.89
4/10/2023,ETH,22761.57,22938.68,21505.84,22429.19,1533220.5
1/24/2023,LTC,19388.22,20830.07,19090.96,19109.56,1896844.98
1/7/2023,XRP,3602.56,3610.86,3595.68,3599.26,902502.41
3/11/2023,XRP,3834.67,4123.98,3679.36,3783.72,1114104.19
9/19/2023,LTC,13147.94,13518.33,12594.49,12595.42,1746563.86
12/5/2023,XRP,3847.35,3916.62,3766.01,3905.05,1552301.44
1/10/2023,ETH,21939.64,22522.14,21483.32,21703.42,1093302
9/16/2023,LTC,13013.52,13729.72,12149.67,13226.38,334124.26
8/11/2023,LTC,16666.13,17575.61,15913.09,17265.37,397102.68
10/17/2023,BTC,9859.48,9921.88,9341.76,9523.61,1306373.18
2/7/2023,ADA,15022.64,16117.1,14578.97,15718.26,871944.6
9/29/2023,LTC,12306.09,13204.33,12293.62,13091.49,350729.54
4/20/2023,BTC,8632.25,8991.56,8371.76,8806.07,838232.68
12/6/2023,BTC,7539.33,7934.84,7496.14,7861.17,936650.23
6/20/2023,ETH,21920.93,23254.52,20675.75,21199.55,1109396.47
4/22/2023,BTC,8818.4,9248.03,8661.75,9149.24,1946266.32
6/13/2023,XRP,5622.23,6067.63,5273.94,5821.23,1915593.59
3/12/2023,BTC,9378.49,9636.78,9256.69,9355,1661909.53
11/25/2023,LTC,11436.8,12009.07,11321.49,11712.83,255257.58
8/3/2023,LTC,17668.67,18167.51,17524.34,18051.32,899357.36
12/28/2023,BTC,9678.9,9720.81,9310.62,9441.6,1130260.88
1/13/2023,ADA,17292.25,18467.3,16656.5,16737.51,470159.02
2/20/2023,ADA,13112.02,14106.31,12510.45,13220.33,253231.23
9/12/2023,XRP,3186.85,3431.28,2956.53,3353.13,1328553.4
5/12/2023,XRP,5338.34,5743.78,5026.27,5254.68,1106689.05
9/1/2023,LTC,16451.63,16864.05,16378.42,16722.49,1310923.39
5/22/2023,ETH,24206,25797.26,23891.55,25326.09,826482.81
6/12/2023,ETH,22597.5,22789.58,21587.99,21899.2,70686.93
9/12/2023,BTC,9233.08,9752.81,9173.38,9491.83,1452551.28
11/4/2023,BTC,9540,9934.27,9387.33,9722.72,1388155.19
2/13/2023,ADA,15305.72,16233,15248.8,15290.07,1890160.27
6/19/2023,ETH,20930.11,22013.58,19867.46,21698.83,680785.52
7/8/2023,BTC,9151.46,9357.57,9097.79,9196.87,1644422.62
5/16/2023,XRP,5441.7,5503.68,5241.64,5285.71,491077.81
9/10/2023,ETH,22090.4,22699.95,20867.63,21684.07,1122504.99
1/24/2023,BTC,9429.66,9698.84,9177.35,9602.08,757389.83
5/15/2023,LTC,13831.08,14179.03,13156.83,13520.57,259904.26
7/25/2023,ETH,14578.36,14834.76,13756.32,13925.41,1589336.23
6/28/2023,LTC,23042.07,24770.97,22868.58,23057.35,176152.74
10/17/2023,ADA,11493.66,12234.83,11308.01,12078.82,121512.43
3/19/2023,ADA,13564.13,13879.02,12654.14,13112.1,827377.16
2/12/2023,LTC,18609.28,18656.34,18112.35,18628.25,1919438.01
2/19/2023,ETH,28017.22,29646.42,27961.61,28992.83,320639.44
3/26/2023,LTC,19134.8,19740.17,18286.83,19347.5,868373.22
10/21/2023,XRP,2716.94,2928.68,2517.05,2891.61,1752136.33
12/3/2023,ETH,15509.39,15847.76,14304.8,15523.23,556266.21
4/8/2023,ETH,22724.54,23084.76,22285.32,22932.31,158012.67
2/27/2023,ETH,29873.07,30314.8,27614.81,28557.16,291603.46
8/31/2023,ETH,17992.44,19098.64,17917.29,19013.36,312950.48
6/25/2023,XRP,5384.84,5390.14,5261.33,5337.7,1681718.15
5/16/2023,BTC,8816.39,9100.94,8136.35,8666,1651991.61
1/27/2023,LTC,18213.97,18224.59,17376.09,17829.46,690776.19
3/4/2023,ETH,28109.93,29815.51,27757.57,27891.18,942162.87
1/15/2023,ADA,15543.32,16574.32,15146.67,15248.6,853524.19
12/9/2023,BTC,8133.73,8184.44,7623.52,7914.91,203349.02
11/3/2023,ADA,13154.31,14053.21,12321.47,12406.69,877655.16
8/7/2023,LTC,17879.86,18087.32,16899.26,16910.7,1376896.54
7/5/2023,XRP,4491.25,4669.44,4462.49,4594.68,1386747.89
6/29/2023,ETH,22591.51,23764.08,20810.15,22678.99,1809420.04
3/28/2023,XRP,4707.8,4855.92,4345.15,4816.34,302753.25
2/8/2023,ADA,15839.75,16726.92,15501.98,16388.48,1179526.7
9/21/2023,ETH,21999.15,23707.39,21293.23,22166.57,961491.32
11/19/2023,LTC,12818.65,13514.81,12024.4,13130.51,868691.95
12/9/2023,ETH,17204.67,17328.89,16653.88,17175.79,627507.25
4/26/2023,BTC,8643.99,9144.36,8578.14,8942.98,914045.72
7/9/2023,ETH,19235.32,19430.59,17916.68,18326.87,901387.84
3/9/2023,ETH,28761.26,30174.68,27602.52,29478.1,995984.49
7/6/2023,ETH,20512.06,20730.92,20169.19,20524.31,752885.98
1/1/2023,ETH,21770.14,22464.21,20785.24,21956.95,1524303.81
7/15/2023,XRP,4330.4,4636.2,4029.27,4144.37,1065576.87
1/4/2023,ADA,18117.85,18515.38,17057.95,17423.06,1306409.19
1/5/2023,ADA,17565,17582.34,16591.05,17246.07,1672163.59
6/16/2023,ADA,13581.06,13586.43,12667.69,12759.48,1100108.31
3/30/2023,XRP,5199.98,5374.41,5152.46,5308,1747219.18
2/4/2023,XRP,3627.19,3671.91,3423.64,3622.53,1472042.68
2/27/2023,ADA,13494.44,14170.33,13439.58,13897.97,492581.55
8/29/2023,ADA,10295.16,10401.04,9971.86,10340.59,515354.22
12/21/2023,ADA,14031.19,14501.53,13572.56,13803.48,701464.26
7/22/2023,XRP,4187.34,4507.5,4011.05,4299.58,1276573.1
8/22/2023,BTC,8921,8921.86,8876.56,8907.3,863562.15
3/29/2023,XRP,4827.12,5204.69,4819.41,5127.27,1751750.85
8/22/2023,XRP,3848.48,3985.71,3794.48,3910.15,494433.41
7/30/2023,BTC,8802.05,9480.86,8789.27,9262.43,1514654.94
5/5/2023,BTC,8719.07,9262.55,8447.98,9150.61,1760020.54
2/20/2023,ETH,29036.62,29138.61,27110.65,27790.41,1742739.5
10/25/2023,LTC,15866.01,16663.43,15509.53,16590.19,1611428.07
2/19/2023,BTC,9468.12,9901,9455.06,9520.81,1898560.38
3/18/2023,ADA,13011.39,13568.77,12996,13476.07,791657.05
9/20/2023,ADA,11299.33,11780.4,10703.76,11433.55,1006621.5
9/17/2023,ADA,11436.22,11841.19,11109.26,11540.32,1270230.17
7/23/2023,BTC,8665.31,9202.4,8309.67,8406.83,1291457.66
7/12/2023,ETH,18108.1,18386.1,18088.69,18379.2,1238222.96
10/17/2023,LTC,13246.31,13274.31,12999.15,13023.48,282030.6
10/24/2023,LTC,15095.95,16264.1,14053,16032.05,1279696.59
10/22/2023,LTC,14199.97,14842.31,13848.48,14707.46,243763.92
12/4/2023,LTC,11345.18,12103.04,11170.45,11492.99,142455.43
3/11/2023,LTC,16566.38,17833.12,15321.64,17763.99,381191.64
5/1/2023,ETH,21871.78,22175.2,20365.37,21370.59,1686812.01
11/27/2023,ADA,11145.54,11414.02,10887.37,11130.76,1181978.53
8/21/2023,XRP,3810.93,3872.81,3724.58,3792.61,404203.76
3/20/2023,BTC,9330.6,9749.7,9027.37,9231.56,1369141.86
4/5/2023,XRP,5402.34,5623.47,5105.1,5281.71,1271735.32
9/24/2023,ETH,21274.72,22059.41,20752.7,21219.7,106723.77
11/2/2023,BTC,9424.61,9566.79,9335.76,9436.75,500542.34
3/15/2023,BTC,8666.57,9266.04,8643.79,9068.29,948720.32
2/13/2023,ETH,27051.34,27688.5,26876.12,27436.62,1807447.62
3/11/2023,BTC,9040.34,9393.84,8639.75,9364.07,949690
6/12/2023,BTC,9241.55,9523.66,8810.2,9372.49,1370612.38
9/15/2023,XRP,3402.23,3431.04,3218.06,3221.25,1308331.53
3/20/2023,LTC,18296.14,19681.42,18126.33,18536.93,268089.59
8/26/2023,BTC,9375.56,9438.43,9074.26,9272.27,516352.15
4/16/2023,ADA,15404.3,16547.72,14374.35,15928.49,948266.97
7/18/2023,ADA,9512.5,9547.31,9054.89,9144.15,570540.1
1/16/2023,XRP,3214.84,3466.5,3086.05,3456.37,562720.3
9/1/2023,XRP,3838.56,4046.03,3673.32,3801.4,799284.33
4/12/2023,LTC,17289.11,17881.96,16369.12,16643.49,851063.85
8/22/2023,ETH,15784.59,16208.73,15252.59,15879.59,1573861.9
9/1/2023,ADA,10310.33,11112.4,10016.57,10659.97,1002689.48
3/19/2023,LTC,18475.05,18646.77,17955.74,18392.94,1944465.04
3/18/2023,BTC,9087.79,9421.49,8519.41,8791.97,1041755.16
6/17/2023,ADA,12718.92,12935.14,12181.99,12465.39,927504.49
4/17/2023,ETH,21356.9,22181.06,19761.21,20265.12,1388425.66
1/17/2023,ETH,23892.01,24060.24,22360.77,24003.81,1121814.4
9/10/2023,LTC,13886.22,14462.35,12896.62,12974.7,498639.55
10/5/2023,XRP,2747.93,2874.65,2740.84,2767.79,1724988.63
12/19/2023,ADA,13527.52,13599.82,13262.56,13309.88,962383.31
11/13/2023,BTC,7364.2,7938.37,7196.11,7481.73,1949969.46
8/9/2023,BTC,8952.09,9153.2,8343.52,8470.93,1204438.53
8/1/2023,LTC,18743.31,19051.95,18326.55,18640.99,892869.31
2/22/2023,ADA,14233.13,14794.78,13193.39,13412.49,557627.94
10/8/2023,LTC,11887.45,12420.72,11843.41,12255.15,286145.87
11/26/2023,ETH,15217.59,16359.64,14326.37,15623.45,1618058.02
1/31/2023,BTC,9511.5,10059.68,8787.22,9344.84,839886.81
4/22/2023,LTC,17230.67,18301.16,16970.54,17262.39,175413.19
5/7/2023,ADA,14835.34,15922.25,14245.24,14267.03,546782.63
11/11/2023,ETH,17653.16,18733.81,17123.79,17736.52,856868.23
4/27/2023,LTC,16441.22,17356.37,15314.11,16811.26,1392548.95
5/14/2023,ADA,14528,14850.49,14356.65,14680.17,1475169.81
12/24/2023,ADA,12875.99,13531.9,12382.19,12984.92,1543544.4
11/20/2023,LTC,13141.75,13972.31,12180.84,12224.27,1919704.84
12/7/2023,LTC,11783.77,12234,11577.83,12152.93,456282.52
4/10/2023,BTC,10032.12,10620.89,9411.15,10472.08,624872.43
4/7/2023,ADA,13783.92,14841.95,12941.16,13818.13,966509.67
7/13/2023,XRP,4410.52,4571.48,4188.1,4330.85,343548.25
6/14/2023,ETH,21360.08,21361.56,19715.93,20358.52,304063.34
12/18/2023,BTC,8878.91,8890.49,8264.55,8821.84,14131.09
10/31/2023,BTC,9115.3,9505.51,8887.62,9191.58,1511189.93
3/20/2023,XRP,4247.82,4506.76,4077.36,4451.15,309437.17
6/18/2023,BTC,8757.78,9350.52,8061.12,8662.41,1875051.41
1/28/2023,ADA,16616.04,16922.24,16331.98,16467.6,1655814.39
3/17/2023,ADA,13335.3,13711.57,13085.67,13125.4,99381.2
3/22/2023,XRP,4277.64,4279.9,4221.11,4248.96,574229.84
5/23/2023,LTC,14405.67,15554.68,13952.62,15487.42,1134234.82
10/20/2023,ADA,12354.33,12429,11457.06,11999.69,225557.52
6/28/2023,ETH,22142.9,23008.94,20405.24,22767.26,1237125.79
7/31/2023,ETH,15210.93,15728.95,14473.9,15490.14,1393610.36
11/14/2023,LTC,12502.03,13273.9,12419.29,13099.22,211758.19
1/6/2023,ADA,17425.91,18044.61,16055.91,16073.55,74970.52
10/10/2023,ADA,10320.32,11127.11,10099.43,10946.56,1748027.28
2/2/2023,BTC,9393.91,9986.65,9076.81,9766.69,451939.87
10/11/2023,XRP,2478.83,2517.64,2462.2,2462.43,1723448.6
3/25/2023,LTC,19634.7,20329.28,18573.27,18931.35,1259971.52
3/30/2023,ETH,25152.33,26906.7,23810.78,26563.63,207102.56
10/3/2023,BTC,8788.93,8973.74,8275.24,8944.78,686849.82
9/5/2023,BTC,8814.27,9237.53,8171.28,8451.81,742299.42
4/13/2023,LTC,16839.78,17765.51,16334.26,16745.04,1750928.93
6/26/2023,XRP,5402.45,5456.9,5190.2,5284.98,963317.21
7/5/2023,BTC,9325.53,9627.26,8815.54,9131.71,237493.22
11/18/2023,LTC,12911.62,13049.23,12537.08,12822.07,392240.18
10/4/2023,XRP,2853.9,2891.38,2670.68,2764.26,1212096.62
9/3/2023,ETH,21506.42,22759.89,21372.72,21842.53,225518.93
5/12/2023,ADA,13791.24,14569.77,12883.12,14318.37,166566.42
2/14/2023,BTC,9391.86,9589.77,9269.45,9450.19,303110.22
6/25/2023,ADA,10483.64,10702.55,10445.91,10491.98,797034.07
8/23/2023,ETH,15872.99,16718.52,15276.38,16067.35,916556.18
6/14/2023,LTC,17423.67,18095,16776.21,17809.96,1931214.08
2/7/2023,LTC,18045.12,19342.22,17194.43,19155.59,14813.99
7/16/2023,BTC,9192.47,9744.78,9185.17,9492.32,1289704.35
9/7/2023,XRP,3182.79,3364.7,3155.47,3266.84,884674.23
8/18/2023,LTC,14233.17,14286.77,13434.34,14273.11,987179.91
4/27/2023,ADA,16115.63,16728.63,14826.7,14974.65,1939714.3
3/1/2023,BTC,9103.39,9391.64,9015.24,9275.15,99532.66
5/30/2023,LTC,16719.92,17309.57,16067.82,16843.46,627977.18
10/7/2023,XRP,2751.13,2885.25,2626.43,2666.78,1907561.29
1/12/2023,XRP,3512.57,3711.97,3459.14,3460.5,1009579.45
12/19/2023,BTC,8950.04,9103.85,8459.51,8956.64,1886752.46
1/16/2023,ADA,15149.37,15179.3,14673.03,14855.43,1950222.56
5/4/2023,BTC,8489.4,9108.26,8138.05,8690.05,876887.45
11/8/2023,XRP,3056,3086.05,2941.25,3078.96,1503128.04
11/2/2023,ETH,20361.05,21120.15,19210.35,20161.23,1010084.72
11/9/2023,LTC,12240.9,13145.24,11328.43,12853.32,968005.58
6/17/2023,LTC,19047.73,20302.6,18642.93,20012.54,1466520.11
4/29/2023,ETH,23139.85,23342.92,21811.08,21858.85,863999.29
12/21/2023,BTC,9158.07,9495.36,8539.79,8793.01,1779361.08
2/25/2023,ETH,29937.13,31516.54,28628.85,29904.85,1202831.92
11/23/2023,ADA,10682.93,10958.87,10289.79,10930.04,1337195.47
10/30/2023,ADA,12212.89,12251.43,11360.26,11670.85,139464.49
12/8/2023,ADA,12634.76,12756.33,12344.35,12396.39,695900.86
4/23/2023,ADA,15381.43,15600.86,14844.5,14940.34,1045113.28
4/14/2023,LTC,16630.05,17294.25,15790.71,16189.75,1814062.33
4/24/2023,ETH,19959.74,20683.04,18828.42,19970.07,894872.38
3/12/2023,LTC,17931.61,18641.74,17260.92,17969.95,150896.07
3/9/2023,BTC,9319.56,9344.22,8611.69,8875.68,399020.44
11/1/2023,ETH,19840.87,20830.11,19460.2,20365.82,1040377.88
2/22/2023,XRP,3988.41,4031.52,3730.22,3976.07,1392368.85
12/17/2023,BTC,8965.44,9289.92,8936.63,8936.69,70291.14
10/6/2023,ETH,19348.98,20423.61,18866.1,19344.92,420472.17
7/12/2023,LTC,22196.81,23550.24,22048.83,23306.01,318947.28
11/29/2023,BTC,7845.66,8306.14,7772.18,8103.09,728786.32
2/21/2023,ETH,28092.77,28457.13,26170.35,27929.24,103569.67
1/23/2023,XRP,3526.98,3568.76,3343.47,3389.37,568948.78
1/19/2023,ETH,24252.34,24287.99,23639.85,23870.18,605350.1
11/4/2023,XRP,2925.56,3039.28,2868.66,2971.78,673763.85
9/2/2023,LTC,16896.98,17039.81,15721.03,16929.95,771765.92
8/17/2023,ETH,17143.75,18356.13,15891.99,16854.69,358444.83
11/3/2023,LTC,13586.07,13894.11,12629.74,13122.13,1161495.61
12/19/2023,LTC,10540.05,10745.96,10449.81,10544.24,1083296.93
3/3/2023,ADA,12703,13324.14,12408.28,12443.82,1376275.34
7/17/2023,LTC,21693.58,23094.29,20614.29,21260.28,104445.98
1/18/2023,ETH,24156.81,24233.63,24006.59,24075.82,980375.76
5/13/2023,ETH,22616.49,23584.53,20826.68,22078.84,1812204.11
8/6/2023,ETH,14655.86,15107.12,14293.28,14725.36,593883.37
7/3/2023,ETH,22895.9,24148.92,22064.11,22734.56,1929420.09
2/14/2023,XRP,3793.05,4026.29,3494.54,3888.31,926295.01
9/19/2023,BTC,9617.39,9911.82,9454.79,9555.51,1402651.03
1/1/2023,ADA,17065.19,18115.05,16055.07,18033.28,935197.61
8/29/2023,BTC,8995.31,9416.55,8463.72,8974.54,1129775.81
3/25/2023,XRP,4310.8,4627.39,4275.65,4610.45,1032794.43
10/16/2023,LTC,12757.79,13119.29,12213.34,13084.36,923106.68
11/9/2023,ADA,11938.15,12282.34,11279.14,11344.66,1891935.25
8/23/2023,LTC,16577.71,16634.83,15315.15,15716.72,528190.53
5/26/2023,LTC,15966.37,16343.95,14776.13,15680,707383.58
12/20/2023,XRP,3864.61,3902.34,3753.74,3888.74,450645.15
3/13/2023,BTC,9240.05,9260.34,8537.54,9154.68,1559880.44
12/7/2023,ADA,12936.3,12962.6,12463.68,12510.87,1950200.68
9/17/2023,BTC,9412.16,9696.09,9023.34,9187.01,679981.87
2/21/2023,BTC,9034.35,9090.99,8805.33,8863.01,1645305.5
5/22/2023,LTC,14075.26,15133.88,12994.3,14519.31,1366064.08
9/13/2023,ETH,22750.79,23839.07,21192.16,21994.78,1976776.47
8/27/2023,XRP,3971.21,4001.56,3875.47,3880.97,1771198.09
5/25/2023,LTC,15692.69,16693.74,15561.04,16126.16,910160.91
9/4/2023,ETH,21828.76,21898.75,21266.47,21340.36,50566.39
12/11/2023,BTC,7941.33,8296.1,7660.61,8134.75,1532800.56
3/21/2023,ADA,13204.23,13733.98,12983.82,13015.54,566896.35
7/14/2023,LTC,21174.97,22222.03,20401.95,22171.8,1144015.88
8/8/2023,ETH,15202.08,15956.65,14394.17,15850.79,1029958.22
12/26/2023,ADA,13161.44,13323.25,13035.33,13252.49,1440293.63
7/6/2023,XRP,4590.07,4668.33,4399.39,4606.03,1629490.69
6/16/2023,LTC,18957.48,19258.62,18536.97,18954.43,290089.86
3/2/2023,ETH,27120.49,28362.14,26170.57,28288.27,1498920.28
12/15/2023,XRP,4065.49,4372.86,3778.41,4084.81,677633.15
5/2/2023,ETH,21281.02,21991.35,20069.65,21746.79,251972.76
5/30/2023,ETH,25566.37,26088.63,24715.89,25348.87,1350906.95
7/13/2023,LTC,23181.84,23354.79,21374.85,21397.69,1540294.43
12/24/2023,ETH,16119.32,16825.64,15251.16,16345.76,1524188.92
11/12/2023,ETH,17998.28,18591.4,16639.7,17116.36,470009.55
7/4/2023,ADA,9911.81,10280.34,9150.46,10131.08,921041.18
5/22/2023,BTC,9725.21,10422.99,9330.3,10228.32,1485279.27
7/28/2023,XRP,4184.63,4332.49,3938.78,3968.66,1803050.22
12/22/2023,ETH,17126.65,18396.07,16212.39,17134.7,1837173.85
9/4/2023,ADA,10860.77,11040.13,10122.32,10680.94,1457794.88
2/3/2023,ETH,24109.6,25362.47,22535.68,23630.95,948219.99
8/13/2023,ADA,8673.85,9074.65,8298.58,8829.16,887862.74
8/16/2023,LTC,15106.68,15126.34,14466.02,15013.99,830742.66
9/29/2023,BTC,9315.42,9874.47,8665.76,9301.22,846928.56
7/4/2023,BTC,9303.28,9355.71,9170.52,9339.22,815857.92
3/4/2023,XRP,3771.23,4039.48,3504.81,3837.75,1292713.45
9/2/2023,BTC,8355.88,8509.48,8210.9,8494.32,201456.96
11/16/2023,XRP,3479.45,3711.14,3478.42,3708.16,934139.29
4/26/2023,ETH,20928.86,22497.15,20456.36,22323.92,1980588.22
11/24/2023,ETH,15034.82,15654.7,14639.78,15195.51,1761912.24
9/28/2023,XRP,2788.69,2970,2733.03,2787.3,1466013.39
6/3/2023,ETH,23698.53,23763.07,22976.95,23021.67,1188683.03
7/30/2023,ETH,14730.8,15223.13,13604.46,15209.01,1467219.13
7/21/2023,XRP,4145.12,4317.19,3872.86,4189.44,1051425.87
9/12/2023,ETH,21653.32,22914.41,21476.15,22524.08,828973.38
9/20/2023,LTC,12585.06,12630.54,11595.76,12299.46,582026.48
8/22/2023,LTC,16311.27,17012.73,15012.81,16389.24,105929.47
9/8/2023,BTC,8956.98,8964.65,8849.9,8956.7,1036788.41
12/23/2023,ETH,16929.29,17146.45,15928.39,16009.23,842320.19
4/9/2023,LTC,16531.89,17440.18,16154.77,17313.71,984149.33
3/16/2023,LTC,18178.6,18609.6,17114.81,17292.85,448634.97
1/28/2023,XRP,3439.11,3528.12,3171.92,3335.86,1415705.59
12/7/2023,ETH,16633.99,17755.46,15617.38,16838.16,1000996.81
4/24/2023,LTC,16972.44,17122.01,16852.09,16949.49,1698808.91
9/18/2023,LTC,13272.13,14306.69,13146.05,13344.2,1520761.24
11/4/2023,ADA,12294.53,13052.84,11891.48,12036.24,1938518.32
2/27/2023,XRP,3654.18,3896.65,3476.36,3616.67,206224.38
6/11/2023,ETH,22630.19,23798.79,21016.08,22520.5,863075.9
11/2/2023,ADA,12182.71,13103.13,11328.08,13010.85,51822.35
8/13/2023,LTC,16251.35,17033.28,15719.83,16030.36,43516.13
5/10/2023,XRP,5190.12,5560.9,4882,5521.24,1799103.51
10/20/2023,XRP,2739.41,2764.99,2540.49,2700.25,769311.12
6/20/2023,BTC,9063.85,9282.22,8911.51,9115.46,146688.71
10/20/2023,BTC,10241.45,10343.9,9614.37,9797.95,1488006.81
2/21/2023,LTC,18245.29,19137.26,17061.05,18835.94,1258186.91
5/11/2023,ETH,21694.5,22753.31,20384.55,21878.44,1327810.14
10/28/2023,BTC,9743.94,10083.01,9463.15,9794.02,1817937.38
9/10/2023,ADA,11020.34,11181.4,10964.21,11150.46,457451.52
3/10/2023,ETH,29750.46,31853.61,27924.31,29065.72,387917.32
9/25/2023,XRP,2894.4,3009.88,2709.63,2822.45,1284435.76
7/8/2023,LTC,24481.69,25323.9,23611.59,24281.72,1232919.57
10/27/2023,ADA,11736.51,12457.39,11297.44,12055.6,401462.77
6/8/2023,LTC,16613.35,17368.54,16597.15,17194.36,125738.12
11/21/2023,XRP,3876.49,4072.97,3718.94,4000.58,666269.43
1/7/2023,ETH,21940.82,22350.65,21388.54,21538.62,1457245.02
5/6/2023,XRP,5399.82,5477.8,4978.23,5241.95,764639.96
6/26/2023,ADA,10497.44,10586.82,10334.71,10422.02,1465608.65
2/16/2023,ETH,26965.51,27944.21,26742.49,27818.99,1765214.35
