tx_id,member_id,ticker,tx_timestamp,side,quantity,price,fee
111,1692,XRP,12/21/2023 23:41,BUY,3.338298,4062.79,12.34188
112,4616,LTC,8/21/2023 23:13,SELL,3.209778,16158.02,70.669612
113,1235,LTC,6/21/2023 6:45,BUY,2.348213,22172.5,93.824837
114,2591,BTC,12/21/2023 16:36,SELL,3.819329,8793.01,43.520127
115,796,XRP,5/2/2023 1:12,SELL,0.437893,5140.28,1.154715
116,2716,XRP,4/21/2023 1:48,SELL,1.573336,5417.55,15.791771
117,1745,LTC,4/3/2023 5:08,BUY,0.339455,20010.37,9.746374
118,3659,ADA,11/13/2023 19:54,BUY,3.52098,10466.99,34.444233
119,1310,LTC,4/22/2023 19:10,SELL,0.768564,17262.39,14.896189
120,3357,LTC,10/26/2023 21:06,BUY,2.766083,15640.11,52.102465
121,2044,LTC,6/2/2023 23:33,SELL,3.322707,16892.58,40.411232
122,323,LTC,11/8/2023 3:18,BUY,1.910936,12182.99,24.888569
123,4802,ETH,9/12/2023 0:40,SELL,4.091579,22524.08,174.771651
124,1490,XRP,8/12/2023 19:31,BUY,0.109085,4202.7,0.567403
125,2817,ETH,3/20/2023 19:20,SELL,4.939198,27476.45,248.316457
126,1106,ETH,7/6/2023 6:02,SELL,3.390092,20524.31,130.471345
127,1615,ADA,10/20/2023 22:49,SELL,1.610286,11999.69,30.281205
128,2906,ETH,10/11/2023 2:50,SELL,3.998595,16278.58,34.103578
129,3423,LTC,2/1/2023 20:08,SELL,1.832428,18337.76,29.539183
130,4264,ADA,12/5/2023 9:33,SELL,0.126987,13070.87,1.623068
131,1957,BTC,9/2/2023 1:46,SELL,1.322936,8494.32,22.410053
132,2236,LTC,4/26/2023 1:22,SELL,3.801228,16632.2,75.053745
133,4517,BTC,7/23/2023 11:21,BUY,4.36148,8406.83,69.292474
134,158,ADA,7/30/2023 19:34,BUY,1.006216,8805.42,10.678094
135,2215,ADA,5/28/2023 1:13,SELL,1.684818,13911.35,39.955363
136,3336,LTC,12/23/2023 14:29,SELL,0.670377,11189,7.646054
137,1581,LTC,10/27/2023 18:51,BUY,1.340696,14562.47,36.510294
138,2611,ETH,3/20/2023 2:53,SELL,4.480138,27476.45,65.797412
139,1991,ETH,11/2/2023 3:39,BUY,1.873208,20161.23,27.607423
140,716,LTC,3/30/2023 8:05,SELL,0.05813,19603.45,0.59276
141,577,ETH,7/18/2023 11:38,BUY,3.134371,16421.57,93.009865
142,2711,ADA,5/13/2023 21:32,SELL,0.538105,14373.67,5.282443
143,1635,BTC,10/29/2023 4:44,SELL,4.633544,9349.93,33.721229
144,32,ADA,6/9/2023 3:07,BUY,3.431149,14539.51,40.67448
145,3170,BTC,8/14/2023 2:42,BUY,2.651374,8958.95,28.838354
146,4960,XRP,1/25/2023 16:54,SELL,2.35136,3636.28,13.657643
147,3626,BTC,4/19/2023 2:05,BUY,0.041504,8736.83,0.276956
148,1179,XRP,1/25/2023 8:59,SELL,2.881416,3636.28,8.214659
149,621,LTC,8/18/2023 23:59,BUY,4.244595,14273.11,99.019568
150,3234,XRP,6/20/2023 5:32,SELL,2.965618,5414.93,22.519491
151,2339,XRP,3/8/2023 21:51,BUY,1.262239,4209.89,5.40496
152,58,LTC,3/10/2023 18:06,SELL,4.841014,16671.59,70.820926
153,530,XRP,7/18/2023 5:30,BUY,2.474676,4006.98,18.38462
154,3524,XRP,6/25/2023 21:09,BUY,3.824525,5337.7,32.135259
155,723,BTC,10/26/2023 23:01,BUY,3.859217,9488.87,68.54147
156,4961,LTC,9/9/2023 23:14,SELL,0.338735,13841.6,4.190026
157,3693,ETH,12/21/2023 10:53,BUY,4.056717,17005.77,72.827797
158,2568,LTC,10/9/2023 16:41,BUY,3.727397,12407.64,38.948728
159,2891,ETH,9/12/2023 1:27,BUY,4.401074,22524.08,97.797007
160,3799,ADA,9/29/2023 13:45,SELL,2.327319,10565.06,17.925516
161,3438,ADA,6/7/2023 13:09,SELL,4.368075,14151.28,103.995499
162,1224,BTC,12/15/2023 21:34,BUY,0.079611,9059.95,1.216831
163,1238,ETH,9/28/2023 5:53,SELL,0.927709,20178.63,12.023215
164,1228,BTC,11/25/2023 16:07,BUY,0.996805,7788.8,9.673711
165,4501,XRP,12/15/2023 10:21,BUY,0.957831,4084.81,5.517636
166,3565,BTC,7/2/2023 14:46,SELL,0.807505,10193.17,16.080562
167,869,ETH,8/31/2023 12:03,BUY,1.62318,19013.36,37.499013
168,1927,BTC,3/28/2023 4:49,BUY,2.476216,8728.27,17.822272
169,2524,LTC,4/8/2023 0:26,SELL,1.699517,16440.93,26.98933
170,999,ADA,10/7/2023 14:38,SELL,2.652887,11200.87,30.060695
171,1050,ADA,10/1/2023 23:30,BUY,4.852449,10485.97,30.259266
172,3417,XRP,10/25/2023 12:37,BUY,4.723438,3026.4,21.906002
173,3901,ETH,4/20/2023 10:40,SELL,2.779429,19608.68,74.438994
174,1593,BTC,5/7/2023 23:50,SELL,4.827715,9068.64,73.218705
175,4857,LTC,6/29/2023 7:48,SELL,4.068476,23322.65,82.898455
176,159,LTC,5/2/2023 16:02,BUY,4.404834,14866.81,70.476834
177,2635,ADA,11/9/2023 21:17,BUY,2.459793,11344.66,39.176544
178,549,LTC,2/1/2023 9:04,BUY,3.889392,18337.76,120.315921
179,2981,LTC,1/26/2023 4:53,SELL,0.304516,18034.67,4.777238
180,2681,XRP,2/8/2023 0:06,BUY,3.107056,3548.12,14.803492
181,2622,LTC,10/30/2023 9:18,BUY,1.5777,13850.89,39.876974
182,1542,XRP,1/17/2023 22:02,SELL,2.99196,3453.37,7.031611
183,1597,ADA,6/15/2023 2:04,BUY,2.525605,13469.69,29.676226
184,90,XRP,4/24/2023 14:26,BUY,1.029158,4817.34,4.680936
185,3453,ADA,3/22/2023 22:14,BUY,2.330048,12542.32,54.49467
186,3130,LTC,10/16/2023 15:14,SELL,2.973287,13084.36,63.712059
187,3736,BTC,10/31/2023 9:20,BUY,3.534421,9191.58,38.334565
188,1053,ETH,12/22/2023 20:01,BUY,0.094612,17134.7,0.938053
189,3909,XRP,3/14/2023 18:51,BUY,1.583191,4035.82,10.100173
190,3558,ETH,5/17/2023 0:52,SELL,1.983733,22088.52,43.375855
191,2318,BTC,7/7/2023 1:10,BUY,3.784892,9122.3,19.303042
192,1081,XRP,11/22/2023 1:54,BUY,4.635474,3956.65,13.019637
193,1339,ETH,11/11/2023 17:50,SELL,1.182718,17736.52,34.234733
194,665,BTC,6/6/2023 11:32,BUY,3.756745,10219.86,47.557283
195,4299,BTC,9/13/2023 2:07,BUY,3.950746,9778.71,59.567754
196,1698,ADA,12/27/2023 3:03,BUY,0.585093,14088.13,15.390557
197,1961,ADA,11/19/2023 7:45,BUY,3.420774,10707.85,19.64559
198,1848,ADA,11/12/2023 23:48,BUY,0.220458,10673.37,3.853772
199,4101,ETH,9/13/2023 4:41,BUY,1.943751,21994.78,62.054898
200,4180,ETH,10/12/2023 0:39,SELL,2.466214,16689.79,61.924595
201,4506,BTC,1/18/2023 14:09,BUY,1.008621,9483.04,5.298976
202,4027,BTC,8/15/2023 19:53,BUY,3.512103,9238,44.526437
203,1345,ETH,10/27/2023 17:22,BUY,0.769757,19900.67,7.828227
204,2306,ETH,11/21/2023 21:15,BUY,1.87776,16030.32,32.588337
205,4978,XRP,12/1/2023 6:52,BUY,0.986904,3901.58,7.111431
206,2338,ADA,6/10/2023 4:04,BUY,2.233262,13875.89,60.477219
207,3324,ETH,3/20/2023 17:28,BUY,0.572341,27476.45,17.002497
208,1640,ETH,6/14/2023 7:01,SELL,3.681156,20358.52,71.039463
209,1756,LTC,4/15/2023 23:00,SELL,4.091123,17339.09,73.873646
210,1883,ETH,7/25/2023 22:06,SELL,4.423058,13925.41,54.109289
211,2539,ETH,3/23/2023 0:48,BUY,4.14964,26452.95,196.547641
212,3184,BTC,2/26/2023 17:03,SELL,2.294843,8895.03,22.170875
213,4028,ETH,7/5/2023 5:38,BUY,2.987734,20461.74,103.469986
214,637,XRP,2/13/2023 8:28,SELL,4.423218,3783.34,29.771112
215,92,ETH,8/28/2023 1:42,SELL,4.651496,17423.37,77.411486
216,1307,BTC,12/15/2023 19:23,BUY,1.846568,9059.95,24.570378
217,624,ADA,7/24/2023 12:43,BUY,3.271594,8979.2,27.795996
218,2475,XRP,4/20/2023 4:05,BUY,2.290069,5612.57,24.400057
219,986,LTC,1/15/2023 6:59,SELL,3.72386,18458.55,104.668866
220,1431,ETH,10/13/2023 16:15,BUY,0.439615,17075.55,6.397214
221,4567,ADA,2/9/2023 19:47,BUY,0.122569,15437.71,2.544697
222,1256,ADA,11/3/2023 23:36,BUY,1.993719,12406.69,26.371395
223,3543,XRP,1/7/2023 16:58,SELL,2.067997,3599.26,14.584029
224,517,LTC,5/17/2023 1:30,SELL,4.383115,13724.65,94.1364
225,1661,ADA,11/11/2023 16:21,SELL,0.13182,11567.92,1.384508
226,1924,ETH,4/20/2023 6:25,SELL,4.053666,19608.68,158.477776
227,3567,XRP,6/13/2023 19:13,SELL,3.517705,5821.23,34.564688
228,2348,BTC,10/11/2023 1:36,BUY,2.994265,9075.37,32.184586
229,1343,BTC,2/17/2023 18:35,BUY,4.510086,9618.74,68.94588
230,2628,ETH,1/9/2023 4:58,SELL,1.740471,21958.62,29.082021
231,3830,LTC,2/8/2023 12:42,SELL,3.838893,18943.46,52.46521
232,4443,XRP,12/14/2023 16:52,BUY,4.807318,4068.67,12.315929
233,2727,ADA,9/26/2023 4:41,SELL,3.230866,10472.65,39.795998
234,1346,BTC,8/12/2023 23:13,SELL,1.723834,8294.49,26.84436
235,4906,XRP,12/3/2023 4:57,BUY,3.16716,3746.66,19.190026
236,1143,LTC,1/10/2023 19:34,SELL,3.963466,18149.09,124.950177
237,3433,BTC,9/18/2023 2:47,SELL,4.952615,9687.78,63.141241
238,4715,XRP,9/17/2023 3:32,BUY,4.673181,3141.12,21.973842
239,2744,LTC,8/16/2023 7:44,BUY,1.634182,15013.99,43.052682
240,3236,ADA,10/1/2023 18:43,BUY,4.098611,10485.97,35.611804
241,872,ADA,11/8/2023 13:55,BUY,3.223072,12083.12,28.568002
242,5,LTC,8/5/2023 6:25,SELL,4.84671,18539.05,152.742046
243,592,BTC,12/26/2023 4:55,SELL,1.539714,9067.23,22.808001
244,4440,BTC,11/23/2023 7:08,SELL,4.758237,8036.92,30.077372
245,2424,ADA,4/20/2023 1:03,BUY,0.936713,14957.94,23.316224
246,2077,ADA,6/16/2023 2:17,BUY,0.603575,12759.48,14.7658
247,87,ADA,10/4/2023 13:45,SELL,1.508075,10603.92,17.296749
248,3511,BTC,2/13/2023 10:22,SELL,4.598583,9408.87,62.860252
249,4026,LTC,3/14/2023 1:25,SELL,2.504974,17437.95,44.871736
250,3880,XRP,6/24/2023 23:54,SELL,1.924939,5448.92,13.724918
251,4810,BTC,11/13/2023 14:25,SELL,1.761764,7481.73,25.795874
252,3113,LTC,4/8/2023 0:55,BUY,2.442368,16440.93,74.640272
253,4455,BTC,8/27/2023 8:36,BUY,1.234494,9072.24,19.553932
254,3725,ADA,9/13/2023 3:12,BUY,1.69354,11838.06,28.176042
255,2645,BTC,1/8/2023 1:10,BUY,3.888047,8485.51,58.790643
256,3364,LTC,12/3/2023 20:56,BUY,3.422281,11307.86,53.796715
257,4148,LTC,11/27/2023 0:57,BUY,2.515342,11612.82,34.899486
258,3180,BTC,1/18/2023 19:17,SELL,2.682958,9483.04,40.36459
259,964,ADA,9/26/2023 19:59,SELL,2.460584,10472.65,47.759769
260,327,LTC,1/6/2023 5:33,BUY,1.663764,19097.15,21.113635
261,1632,ADA,3/21/2023 2:37,BUY,1.252723,13015.54,17.624835
262,1447,XRP,11/27/2023 22:19,SELL,0.228935,3692.12,0.654242
263,4781,XRP,1/1/2023 23:18,SELL,1.151375,3519.17,4.728548
264,832,BTC,7/10/2023 3:57,BUY,0.668675,8980.19,11.818676
265,194,BTC,3/3/2023 19:12,BUY,1.839711,9358.66,26.658845
266,3018,ETH,9/30/2023 17:55,SELL,0.540577,18412.64,12.048522
267,4566,LTC,9/15/2023 14:53,SELL,0.344023,12877.32,2.794789
268,2930,ETH,1/21/2023 22:41,BUY,2.540497,24680.94,54.227569
269,992,LTC,3/31/2023 4:41,BUY,0.441024,19348.55,6.657464
270,4473,ADA,6/4/2023 15:13,BUY,1.322403,14094.8,11.187659
271,1520,ETH,9/20/2023 22:24,SELL,0.588091,22003.74,7.241772
272,2461,XRP,11/24/2023 5:01,BUY,3.510355,4035.91,7.321616
273,100,ETH,8/31/2023 17:24,BUY,3.332897,19013.36,87.346035
274,1123,LTC,7/30/2023 10:21,BUY,1.225944,17980.08,26.904804
275,3890,LTC,12/29/2023 6:26,BUY,1.078471,10329.65,8.451277
276,4436,ETH,11/29/2023 21:37,SELL,0.363884,17308.48,9.451346
277,1192,LTC,10/2/2023 17:24,SELL,0.34929,13511.28,5.993944
278,1350,XRP,2/4/2023 19:19,BUY,3.769535,3622.53,24.028555
279,2151,ETH,3/24/2023 7:41,BUY,3.764331,26571.06,56.448901
280,227,ADA,9/27/2023 13:28,BUY,3.635211,10223.46,39.41375
281,1841,XRP,12/22/2023 20:41,SELL,0.645358,4162.05,3.820433
282,3331,ETH,9/25/2023 17:23,SELL,3.779597,21111.6,58.722128
283,2357,XRP,1/5/2023 17:47,BUY,0.384526,3620.94,1.948912
284,4602,BTC,1/6/2023 2:15,BUY,4.459336,8781.46,28.130044
285,3028,LTC,5/13/2023 1:21,BUY,1.411359,13751.97,28.633084
286,4386,ADA,4/5/2023 10:21,SELL,4.597441,13848.38,113.522809
287,3996,BTC,9/14/2023 17:27,BUY,4.357084,9445.67,63.078229
288,4958,ETH,11/17/2023 19:07,SELL,3.931222,15861.35,44.016096
289,4012,LTC,5/6/2023 3:06,SELL,2.668368,15212.99,57.827977
290,2198,BTC,12/9/2023 8:35,SELL,4.37501,7914.91,48.189818
291,2656,XRP,6/20/2023 10:41,SELL,2.834414,5414.93,15.697628
292,2745,BTC,12/27/2023 6:32,BUY,2.063581,9640.66,17.822596
293,1543,ETH,3/22/2023 22:51,SELL,4.453846,27500.05,86.828794
294,2417,XRP,4/16/2023 23:29,BUY,3.433039,5218.27,28.106663
295,1675,ETH,11/29/2023 10:57,SELL,2.912928,17308.48,38.324173
296,2024,ADA,8/12/2023 9:56,BUY,3.951826,8797.66,60.688404
297,4072,XRP,9/25/2023 22:06,BUY,1.964235,2822.45,8.734846
298,4403,ADA,6/13/2023 15:40,BUY,1.281081,14015.86,10.918268
299,4512,ADA,4/27/2023 12:51,SELL,0.026303,14974.65,0.308561
300,3726,XRP,6/23/2023 16:53,SELL,2.757714,5477.26,26.157402
301,3445,ETH,3/23/2023 19:22,BUY,0.264455,26452.95,7.985921
302,886,LTC,4/6/2023 20:19,BUY,1.940555,18105.43,23.862255
303,2961,ETH,5/11/2023 4:11,SELL,4.971008,21878.44,61.073208
304,881,XRP,7/15/2023 9:28,BUY,1.349387,4144.37,9.371709
305,3468,BTC,1/9/2023 23:26,BUY,4.457645,8284.19,49.847269
306,2766,LTC,3/28/2023 3:48,SELL,3.600664,18962.94,63.245782
307,1806,ADA,12/22/2023 7:52,SELL,2.857379,13543.92,34.834113
308,1937,ETH,6/24/2023 12:04,BUY,2.773014,22506.6,60.855625
309,3140,ETH,6/15/2023 5:51,BUY,3.08532,20231.25,120.577105
310,2210,ADA,7/18/2023 19:29,SELL,0.631571,9144.15,5.020303
311,1983,ETH,2/14/2023 7:32,BUY,0.836556,27120.07,17.249606
312,880,XRP,10/2/2023 9:32,BUY,3.359096,2849.89,11.03572
313,3168,LTC,7/22/2023 20:28,BUY,1.168582,19895.59,41.173309
314,3626,ADA,5/2/2023 15:09,BUY,4.441711,13806.31,108.903398
315,189,LTC,12/10/2023 12:58,BUY,1.365899,11819.11,29.425294
316,4293,BTC,4/3/2023 14:54,BUY,0.113372,9372.67,1.340297
317,4969,LTC,8/25/2023 15:05,BUY,0.731134,15575.5,7.015274
318,3094,BTC,8/5/2023 23:51,BUY,2.025991,9271.14,15.531726
319,2246,ETH,8/21/2023 13:49,BUY,1.460487,15775.31,19.499439
320,199,BTC,9/22/2023 16:01,SELL,2.820912,9195.8,38.086317
321,180,ETH,6/29/2023 15:26,BUY,1.732469,22678.99,42.098215
322,3649,ADA,2/26/2023 14:53,SELL,0.45641,13359.13,5.380136
323,3004,ADA,8/28/2023 9:11,SELL,1.306697,10201.76,9.826623
324,4237,XRP,9/6/2023 19:59,SELL,4.052609,3213.84,23.038325
325,394,BTC,12/15/2023 12:26,SELL,0.458963,9059.95,7.791497
326,4529,LTC,4/12/2023 21:00,BUY,0.405484,16643.49,12.809076
327,2402,XRP,7/30/2023 5:05,BUY,2.18511,3724.97,14.704058
328,3355,XRP,5/6/2023 7:49,BUY,2.607335,5241.95,11.586277
329,428,XRP,9/1/2023 21:11,SELL,3.917673,3801.4,26.922052
330,2362,ADA,11/14/2023 6:00,BUY,4.71066,10688.79,92.766297
331,1601,ADA,10/2/2023 0:35,SELL,0.394467,10232.04,6.697086
332,4375,BTC,4/29/2023 6:06,BUY,2.31806,8726.03,33.199138
333,1252,ADA,11/29/2023 6:06,BUY,0.942165,11897.32,18.835584
334,2231,ETH,11/25/2023 5:51,BUY,0.113383,15071.14,2.147573
335,1106,ETH,2/19/2023 13:26,BUY,2.350644,28992.83,120.615481
336,3009,LTC,11/1/2023 20:47,SELL,1.403592,13745.37,16.759414
337,2034,LTC,4/24/2023 3:45,BUY,3.033994,16949.49,28.973178
338,5,XRP,8/7/2023 4:38,BUY,2.649176,4201.11,13.744182
339,4509,XRP,7/18/2023 13:28,BUY,2.025453,4006.98,10.449903
340,2900,XRP,9/24/2023 17:44,SELL,2.891585,2926.22,14.861979
341,4289,ETH,12/25/2023 8:34,SELL,0.842809,16307.44,24.559122
342,1695,XRP,1/12/2023 1:14,BUY,4.973626,3460.5,30.34201
343,3379,ETH,3/30/2023 20:37,BUY,1.504595,26563.63,21.41514
344,132,ETH,4/11/2023 6:46,BUY,3.87761,23770.64,149.829612
345,1146,XRP,12/22/2023 20:09,SELL,1.516841,4162.05,5.471861
346,3597,ADA,4/20/2023 7:45,BUY,2.002204,14957.94,46.999787
347,3796,XRP,8/2/2023 6:59,BUY,4.798496,3843.37,16.008903
348,830,BTC,9/19/2023 21:50,BUY,0.275066,9555.51,3.147857
349,3551,BTC,11/30/2023 22:18,BUY,1.476816,8314.09,21.261752
350,332,XRP,5/19/2023 16:17,SELL,4.344459,5228.93,27.696132
351,1585,ETH,6/1/2023 11:18,BUY,2.538521,23977.03,31.442519
352,4601,LTC,4/22/2023 4:58,BUY,0.133171,17262.39,1.903541
353,198,BTC,9/25/2023 12:40,BUY,1.676864,8706.81,20.723274
354,2676,XRP,7/11/2023 21:13,BUY,0.264073,4376.76,1.474198
355,3994,XRP,9/7/2023 14:57,BUY,2.574718,3266.84,12.612414
356,4145,ADA,12/27/2023 19:19,BUY,4.840966,14088.13,129.540838
357,3604,ADA,8/22/2023 11:16,SELL,3.179671,10584.94,24.095695
358,764,LTC,5/10/2023 6:42,SELL,1.386042,14912.37,17.162777
359,100,XRP,6/13/2023 10:20,SELL,0.980522,5821.23,7.728092
